PP_ALTURA_UTIL,PP_FACE,PP_FUNDO,PP_FUNDO_INF,PP_VALVULA,PP_FUROS_COLADEIRA,PP_DIAMETRO_FUROS_COLADEI,PP_NUMERO_FOLHAS,PP_GRAMATURA_EXTERNO,PP_GRAMATURA_2,PP_GRAMATURA_3,PP_GRAMATURA_4,PP_GRAMATURA_5,PP_GRAMATURA_INTERNO,PP_LARGURA_PEAD,PP_VOLUME,PP_TIPO_SACO_COLADO_COLME,PP_TIPO_SACO_COLADO_COLMI,PP_TIPO_SACO_COLADO_COLVA,PP_PATCH_C,PP_PATCH_D,PP_PATCH_N,PP_PATCH_T,PP_PATCH_V,PP_PATCH_X,PP_PERFURADO_TUBEIRA_N,PP_PERFURADO_TUBEIRA_S,PP_PERFURADO_COLADEIRA_0,PP_PERFURADO_COLADEIRA_N,PP_PERFURADO_COLADEIRA_S,PP_PAPEL_EXTERNO_BKI,PP_PAPEL_EXTERNO_CKI,PP_PAPEL_EXTERNO_PBI,PP_PAPEL_EXTERNO_RLF,PP_PAPEL_EXTERNO_SAD,PP_PAPEL_EXTERNO_SAK,PP_PAPEL_EXTERNO_SBK,PP_PAPEL_EXTERNO_SCK,PP_PAPEL_EXTERNO_SDK,PP_PAPEL_EXTERNO_SHP,PP_PAPEL_EXTERNO_SKP,PP_PAPEL_EXTERNO_SLF,PP_PAPEL_EXTERNO_SPB,PP_PAPEL_EXTERNO_SPD,PP_PAPEL_EXTERNO_SPG,PP_PAPEL_EXTERNO_SSN,PP_PAPEL_2_0,PP_PAPEL_2_CHN,PP_PAPEL_2_ETE,PP_PAPEL_2_PAF,PP_PAPEL_2_PAS,PP_PAPEL_2_PAX,PP_PAPEL_2_RFV,PP_PAPEL_2_SAK,PP_PAPEL_2_SHN,PP_PAPEL_2_SLF,PP_PAPEL_2_SPA,PP_PAPEL_2_SPC,PP_PAPEL_2_SPE,PP_PAPEL_3_0,PP_PAPEL_3_PAF,PP_PAPEL_3_PAS,PP_PAPEL_3_PAX,PP_PAPEL_3_SAK,PP_PAPEL_3_SPA,PP_PAPEL_4_0,PP_PAPEL_4_SAK,PP_PAPEL_5_0,PP_PAPEL_5_SAK,PP_PAPEL_INTERNO_CKI,PP_PAPEL_INTERNO_EPE,PP_PAPEL_INTERNO_ETE,PP_PAPEL_INTERNO_PES,PP_PAPEL_INTERNO_RFV,PP_PAPEL_INTERNO_RVK,PP_PAPEL_INTERNO_SAD,PP_PAPEL_INTERNO_SAK,PP_PAPEL_INTERNO_SBK,PP_PAPEL_INTERNO_SCK,PP_PAPEL_INTERNO_SDN,PP_PAPEL_INTERNO_SHN,PP_PAPEL_INTERNO_SHP,PP_PAPEL_INTERNO_SKM,PP_PAPEL_INTERNO_SKP,PP_PAPEL_INTERNO_SLF,PP_PAPEL_INTERNO_SLV,PP_PAPEL_INTERNO_SNC,PP_PAPEL_INTERNO_SNT,PP_PAPEL_INTERNO_SPE,PP_PAPEL_INTERNO_SSN,PP_TIP_PERF_FOL_EXT_0,"PP_TIP_PERF_FOL_EXT_CILI 1,5 TOT","PP_TIP_PERF_FOL_EXT_CILI 2,5 TOT",PP_TIP_PERF_FOL_EXT_CILIN 1 TOT,PP_TIP_PERF_FOL_EXT_CILIN 2 LAT,PP_TIP_PERF_FOL_EXT_CILIN 2 TOT,PP_TIP_PERF_FOL_EXT_CILIN 3 TOT,PP_TIP_PERF_FOL_EXT_MIC PER FRENTE,PP_TIP_PERF_FOL_EXT_MIC PERF FACE,PP_TIP_PERF_FOL_EXT_MIC PERF LAT,PP_TIP_PERF_FOL_EXT_MIC PERF TOTAL,PP_TIP_PERF_FOL_EXT_NANO PER VERSO,PP_TIP_PERF_FOL_EXT_NANO PERF TOT,PP_TIP_PERF_FOL_EXT_NÃO PERFURAR,PP_TIP_PERF_FOL_2_0,"PP_TIP_PERF_FOL_2_CILI 1,5 TOT","PP_TIP_PERF_FOL_2_CILI 2,5 TOT",PP_TIP_PERF_FOL_2_CILIN 1 TOT,PP_TIP_PERF_FOL_2_CILIN 2 TOT,PP_TIP_PERF_FOL_2_CILIN 3 TOT,PP_TIP_PERF_FOL_2_MIC PERF FACE,PP_TIP_PERF_FOL_2_MIC PERF TOTAL,PP_TIP_PERF_FOL_2_MIC PERF VERSO,PP_TIP_PERF_FOL_2_NANO PERF TOT,PP_TIP_PERF_FOL_2_NÃO PERFURAR,PP_TIP_PERF_FOL_2_PERF 1 TOT,PP_TIP_PERF_FOL_2_PÉ GAL 3 TOT,PP_TIP_PERF_FOL_3_0,PP_TIP_PERF_FOL_3_CILIN 2 TOT,PP_TIP_PERF_FOL_3_CILIN 3 TOT,PP_TIP_PERF_FOL_3_MIC PERF FACE,PP_TIP_PERF_FOL_3_MIC PERF TOTAL,PP_TIP_PERF_FOL_3_NÃO PERFURAR,PP_TIP_PERF_FOL_3_PERF 1 TOT,PP_TIP_PERF_FOL_4_0,PP_TIP_PERF_FOL_4_MIC PERF TOTAL,PP_TIP_PERF_FOL_5_0,PP_TIP_PERF_FOL_5_MIC PERF TOTAL,PP_TIP_PERF_FOL_INT_0,"PP_TIP_PERF_FOL_INT_CILI 1,5 TOT","PP_TIP_PERF_FOL_INT_CILI 2,5 TOT",PP_TIP_PERF_FOL_INT_CILIN 1 TOT,PP_TIP_PERF_FOL_INT_CILIN 2 TOT,PP_TIP_PERF_FOL_INT_CILIN 3 TOT,PP_TIP_PERF_FOL_INT_MIC PER FRENTE,PP_TIP_PERF_FOL_INT_MIC PERF FACE,PP_TIP_PERF_FOL_INT_MIC PERF TOTAL,PP_TIP_PERF_FOL_INT_MIC PERF VERSO,PP_TIP_PERF_FOL_INT_NANO PER VERSO,PP_TIP_PERF_FOL_INT_NANO PERF TOT,PP_TIP_PERF_FOL_INT_NÃO PERFURAR,PP_TIP_PERF_FOL_INT_PERF 1 TOT,PP_TIP_PERF_FOL_INT_PÉ GAL 3 TOT,PP_PERMEANCIA
445,380,115.0,115.0,115.0,0.0,0.0,2,83,0.0,0.0,0.0,0.0,85,0.0,15.043,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50.0
445,380,115.0,115.0,115.0,0.0,0.0,2,83,0.0,0.0,0.0,0.0,85,0.0,15.043,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50.0
585,470,115.0,115.0,115.0,0.0,0.0,3,85,10.0,0.0,0.0,0.0,85,950.0,28.367,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40.0
635,510,127.0,127.0,105.0,32.0,2.0,2,83,0.0,0.0,0.0,0.0,90,0.0,36.446,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100.0
590,560,220.0,220.0,140.0,0.0,0.0,3,86,101.0,0.0,0.0,0.0,86,0.0,48.276,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45.0
405,380,115.0,115.0,115.0,0.0,0.0,2,83,0.0,0.0,0.0,0.0,85,0.0,13.627,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,60.0
470,410,115.0,115.0,115.0,0.0,0.0,2,83,0.0,0.0,0.0,0.0,90,0.0,17.978,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,60.0
615,535,150.0,150.0,150.0,0.0,0.0,2,81,0.0,0.0,0.0,0.0,76,0.0,40.057,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,70.0
615,535,150.0,150.0,150.0,0.0,0.0,2,81,0.0,0.0,0.0,0.0,76,0.0,40.057,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,70.0
475,425,115.0,115.0,115.0,0.0,0.0,2,83,0.0,0.0,0.0,0.0,90,0.0,19.235,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60.0
620,525,115.0,115.0,115.0,0.0,0.0,2,85,0.0,0.0,0.0,0.0,85,0.0,36.061,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100.0
615,525,115.0,115.0,115.0,0.0,0.0,2,85,0.0,0.0,0.0,0.0,85,0.0,35.723,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100.0
475,430,115.0,115.0,115.0,0.0,0.0,2,83,0.0,0.0,0.0,0.0,90,0.0,19.586,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60.0
600,535,170.0,170.0,160.0,0.0,0.0,2,86,0.0,0.0,0.0,0.0,86,0.0,40.879,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60.0
800,635,205.0,205.0,205.0,56.0,2.0,3,85,10.0,0.0,0.0,0.0,85,1280.0,77.465,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,70.0
595,510,140.0,140.0,140.0,0.0,0.0,3,71,8.0,0.0,0.0,0.0,71,1030.0,35.002,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0
615,525,115.0,115.0,115.0,0.0,0.0,2,85,0.0,0.0,0.0,0.0,85,0.0,35.723,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100.0
650,545,150.0,150.0,150.0,0.0,0.0,4,71,71.0,40.0,0.0,0.0,71,1100.0,43.785,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20.0
575,490,100.0,100.0,100.0,92.0,1.0,4,83,70.0,8.0,0.0,0.0,70,990.0,28.527,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50.0
415,355,110.0,110.0,110.0,0.0,0.0,3,70,8.0,0.0,0.0,0.0,70,720.0,12.349,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20.0
610,535,140.0,140.0,100.0,0.0,0.0,2,83,0.0,0.0,0.0,0.0,90,0.0,38.769,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,125.0
600,495,115.0,115.0,105.0,0.0,0.0,3,83,10.0,0.0,0.0,0.0,75,1000.0,31.68,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22.0
450,330,115.0,115.0,115.0,0.0,0.0,3,83,10.0,0.0,0.0,0.0,85,670.0,12.089,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28.0
650,535,115.0,115.0,115.0,0.0,0.0,2,85,0.0,0.0,0.0,0.0,85,0.0,39.233,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110.0
675,545,160.0,160.0,140.0,0.0,0.0,3,85,8.0,0.0,0.0,0.0,75,1100.0,46.578,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30.0
470,420,115.0,115.0,115.0,0.0,0.0,3,83,10.0,0.0,0.0,0.0,90,850.0,18.667,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40.0
470,420,115.0,115.0,115.0,0.0,0.0,2,85,0.0,0.0,0.0,0.0,85,0.0,18.667,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60.0
470,420,115.0,115.0,115.0,0.0,0.0,3,83,10.0,0.0,0.0,0.0,90,850.0,18.667,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40.0
440,375,100.0,100.0,100.0,0.0,0.0,4,80,80.0,10.0,0.0,0.0,80,760.0,13.866,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24.0
440,375,100.0,100.0,100.0,0.0,0.0,4,80,80.0,10.0,0.0,0.0,80,760.0,13.866,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24.0
440,375,100.0,100.0,100.0,24.0,1.5,4,80,80.0,10.0,0.0,0.0,80,760.0,13.866,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,35.0
560,480,110.0,110.0,110.0,0.0,0.0,4,75,75.0,10.0,0.0,0.0,75,970.0,27.539,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27.0
470,410,115.0,115.0,115.0,0.0,0.0,2,85,0.0,0.0,0.0,0.0,85,0.0,17.978,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,60.0
595,500,105.0,105.0,105.0,0.0,0.0,3,90,10.0,0.0,0.0,0.0,90,1010.0,31.058,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50.0
625,540,150.0,150.0,150.0,0.0,0.0,2,83,0.0,0.0,0.0,0.0,76,0.0,41.361,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,90.0
